Age,Annual_Income,Spending_Score,Years_as_Customer,Total_Transactions,Returned_Items,Online_Orders,In_Store_Purchases,Product_Ratings,Complaints_Received
46,99690,13,15,21,9,54,4,2.570938831521863,3
23,65546,67,7,11,1,83,29,3.373131008307939,1
54,55972,12,15,26,7,64,5,1.03050657242107,4
18,94385,93,17,11,6,76,37,4.378127744915905,1
68,52030,55,16,5,7,57,7,2.0848462761194826,2
18,70376,61,17,7,9,99,47,1.2875348194331013,1
44,48055,95,16,31,5,43,45,4.032475602075186,3
38,55493,41,18,39,4,76,32,2.3183266505787845,1
33,66775,36,17,42,3,13,47,3.270164632812775,4
61,81057,2,4,8,7,75,14,4.376126197207622,1
57,66253,22,2,27,1,51,36,4.10372544263778,3
43,81884,22,17,21,5,33,8,2.3473471694673202,1
33,47705,41,17,30,9,62,2,4.474786346118161,0
45,74676,95,2,14,5,26,30,2.555399657972828,4
18,37101,14,2,1,4,11,38,3.0000952875566615,0
53,92495,93,15,45,1,37,6,3.449834680595604,0
27,34743,35,16,24,4,99,15,1.2839232837415788,4
60,38951,50,11,6,2,55,27,3.388655345147826,4
34,37014,9,2,6,6,64,34,3.309668963305536,3
40,66180,96,8,5,6,89,14,4.493977899678299,3
24,86977,59,12,35,7,39,6,2.414655491947249,3
61,89534,56,14,44,9,20,34,1.9687547120311835,0
24,93209,91,14,15,8,31,47,2.9060581050912475,1
61,71908,10,12,35,0,88,30,3.7493265981429946,2
32,80918,25,2,48,3,11,37,3.2475769492382676,1
51,38219,45,14,41,5,88,7,1.5528266879320114,2
63,37163,97,12,8,6,25,47,2.39156651911543,2
62,32470,11,9,43,4,35,37,1.2551430537293036,2
21,46543,9,8,35,5,15,15,3.9573052540266476,2
31,49276,7,16,5,0,77,33,4.531793291325577,4
31,66881,71,10,31,4,33,0,1.1826920195237478,3
33,37749,34,7,42,1,23,18,3.1017099642102064,4
24,54182,83,15,31,1,71,13,3.2639201335007244,0
49,51383,20,9,37,0,90,18,2.7553115240057973,4
36,55412,89,4,8,9,38,22,3.0109349430711925,3
19,43181,5,6,6,8,63,3,3.8414269339821425,1
27,74898,93,12,23,3,76,33,2.9349025612853072,3
67,89630,55,15,16,3,28,1,4.678608535806248,1
34,33405,91,19,44,8,30,11,3.1634951907240376,0
54,40862,89,2,49,4,62,22,1.2871866382694304,2
29,84679,15,19,8,3,42,42,4.8132986425247335,4
23,58688,48,2,4,6,18,17,1.587242806765551,2
39,78017,4,15,32,4,9,31,4.137839600061913,0
49,42939,78,12,49,7,55,16,3.1076227458872077,0
58,69585,81,1,3,2,59,30,3.9635698170766838,1
37,52942,21,14,16,7,42,35,3.0537195367254557,1
18,35272,80,4,34,5,47,25,1.2358808013304308,0
64,74134,90,11,13,8,39,11,2.4997037187581883,3
23,54265,9,7,33,5,33,34,3.482743928162104,2
36,78192,66,13,22,3,0,15,3.5155288741307102,4
35,58668,79,14,31,1,18,3,4.892177768735165,0
23,99283,35,7,24,2,0,27,3.4252987934942114,4
62,39297,88,11,3,6,87,37,2.145756525583871,0
50,94005,51,11,33,9,24,32,1.1737019603273033,1
40,88434,78,9,30,4,67,36,4.153660804455459,1
40,94749,37,4,26,6,87,9,4.557161825858092,0
43,31607,6,2,34,6,83,30,3.454552161488347,4
30,89183,82,2,22,5,96,13,2.929507744082459,2
24,86305,86,9,30,1,27,4,4.443946070876699,0
32,57973,82,19,35,4,44,9,1.9614243161455192,0
61,53117,51,15,25,9,98,24,2.594928334497911,3
44,37645,66,18,28,5,23,40,3.0306262168803637,0
43,72238,96,16,33,7,43,44,1.1974904675235436,1
50,99694,17,2,23,0,1,16,3.754315980612929,3
32,71773,65,12,26,9,22,19,1.7542394647229713,3
53,46786,9,1,9,6,96,32,2.332612739948871,1
62,70693,13,2,8,4,77,8,2.6579712556117507,1
44,56578,58,14,37,6,61,49,3.55404131845779,1
22,76408,30,7,33,2,14,30,1.2619361516299041,4
19,99702,31,17,15,3,31,4,2.363446947014506,3
50,45076,23,15,49,1,86,45,2.0974469458897103,2
33,49377,63,17,47,5,3,28,1.0060776884439306,2
40,39278,28,9,8,4,83,46,3.766613764873669,4
55,94808,59,13,21,0,30,3,1.9437397435325052,2
33,63539,10,2,3,0,58,30,1.6657534517558328,3
31,41440,89,15,9,7,70,3,4.191861050937927,1
46,56245,90,11,14,7,0,17,1.156793228158786,3
43,52097,26,19,38,5,68,17,4.600959790826,4
52,97092,77,14,27,8,13,39,3.747606649215457,4
32,31151,17,4,20,0,93,33,1.6869853896849287,0
20,51698,40,11,4,9,22,47,2.400412106375598,4
40,47601,68,16,24,7,70,13,4.799932527928608,4
46,56807,23,2,27,1,15,25,3.4753783288958764,3
51,75302,35,2,12,7,8,22,3.4348705475534804,3
50,38039,75,9,28,2,97,32,3.612284368450607,4
58,77427,76,4,35,5,30,16,2.8509510221127745,3
58,88049,9,8,24,6,60,41,1.6692136527551367,3
40,49053,79,18,31,2,44,31,1.6035644465405832,4
24,85413,45,15,3,1,6,47,3.7492425775154503,1
20,95958,37,2,30,0,56,34,4.535765273980926,4
49,61275,69,11,27,4,63,42,2.200843546606323,2
48,56597,19,17,17,0,1,29,3.01361427950417,3
35,98908,75,7,6,0,5,14,4.968951374277565,0
60,85188,73,8,47,4,60,49,2.028644785385342,4
24,64710,99,10,43,2,33,6,2.5608557142212143,1
58,79050,27,3,18,9,16,5,2.454086384234079,1
18,79249,13,13,35,2,25,8,1.1303433446383693,3
31,64247,57,17,27,6,75,12,3.03806789593639,4
69,56408,60,13,17,2,19,39,1.8347115460066359,4
49,35443,12,19,11,1,40,17,1.5143903882145988,2
23,30079,9,9,38,2,57,34,3.8416639975282223,4
56,68345,92,16,37,3,98,0,4.0630417752343355,2
27,42901,77,5,42,8,98,23,4.555566140041762,1
24,97759,84,9,34,1,53,49,4.7365295714548825,4
43,72732,77,9,47,5,28,35,4.476263840531075,3
51,47507,27,6,32,4,47,49,1.4899786827684398,2
47,65391,90,10,43,5,94,15,1.8945153361840554,2
53,64171,63,18,46,4,76,17,1.489901178843689,3
38,81730,93,11,46,5,89,2,2.414098123778375,0
34,37485,29,15,35,3,21,45,1.4962873824734917,3
50,67748,22,7,28,7,71,41,3.6131091864575655,2
27,33878,73,14,22,8,70,36,3.8668619694838684,3
68,31949,88,8,16,9,4,7,1.6383747715918173,2
64,50881,19,19,46,6,51,17,3.4863042015239585,0
59,81306,38,15,42,0,0,28,1.0919576264246347,4
68,39958,95,19,40,4,44,36,2.7374810778426153,1
29,89185,39,18,12,6,39,26,2.141356216330791,0
33,38697,15,17,5,4,63,43,4.993979507871133,4
58,45493,54,3,26,4,10,28,4.691138475932373,3
49,72801,32,3,26,4,51,3,1.5902618244650664,2
32,51199,46,7,13,4,95,11,4.669483165594819,0
44,95792,61,10,24,4,6,12,2.67515934957339,3
45,64488,93,17,44,0,50,13,3.3065925103270306,4
34,60493,52,15,3,5,92,13,3.135057704239208,1
63,79002,34,8,32,5,93,9,3.9046262070230395,0
67,53731,73,17,23,7,20,21,2.3398271747899537,1
19,37076,35,3,49,4,38,8,1.2787303449094485,3
53,31071,70,4,37,1,43,23,2.670507759182787,4
67,97602,37,8,38,6,56,49,3.1780222021250024,0
24,71410,78,13,45,0,40,16,3.2196558315233044,4
30,84327,61,1,38,4,38,23,4.170390522166536,2
32,91072,49,18,13,4,19,4,1.1769033977270391,4
42,71041,9,11,15,2,21,33,4.9523774479562,4
40,83326,19,6,2,1,28,41,4.962260011567108,4
39,68549,87,16,11,3,45,0,1.3960672884233443,0
43,83096,28,19,16,6,67,26,2.3760699414571027,0
50,85578,80,17,18,9,2,39,3.3612427027722025,0
28,76390,26,18,34,2,72,7,2.4933033185598004,1
27,76052,38,11,10,5,4,5,2.95049875122234,3
42,73167,40,14,13,6,55,4,2.303713426889248,3
54,84587,25,12,32,1,66,17,3.848533294489407,4
65,91292,99,7,8,2,88,6,2.4560689780828984,1
60,72139,69,17,7,8,31,35,2.7195456736566768,3
55,40707,71,5,48,0,96,32,3.3036309438479288,0
58,43140,23,14,17,7,81,33,4.876805050931162,2
62,41093,89,13,41,0,99,31,3.5672178735744082,2
41,35830,65,12,27,2,40,2,1.387684597522179,3
57,60608,22,14,8,5,28,0,2.2756024830191928,1
63,77287,64,9,29,7,65,20,2.678858177058519,3
50,63427,68,4,37,6,10,12,3.9606952807539426,0
34,58395,58,19,27,2,58,7,2.7875022070951863,1
41,47970,28,1,37,5,94,43,3.636416879640273,2
54,53371,78,13,24,0,3,29,4.357979025339192,4
19,49266,97,6,45,7,92,7,1.417350334867646,0
49,49195,68,1,16,8,53,26,4.0629583197748484,1
41,57315,75,17,26,8,66,38,3.9823191913400033,4
26,71581,96,3,31,3,1,22,4.278849517589311,0
21,75537,4,17,27,3,99,7,4.824265878678236,2
34,52184,1,2,26,6,77,14,2.2383919016485723,1
34,53279,26,7,43,6,47,6,2.716081970853747,3
67,56570,33,1,15,5,67,11,2.0507279963043716,1
65,73030,81,15,49,6,43,49,2.3084225081003114,1
47,92245,27,4,15,0,61,35,2.3193038360332467,0
57,85467,42,6,23,8,93,37,4.479100075343496,3
28,65133,69,13,25,5,82,42,1.2515932707259996,2
38,73805,71,13,44,7,18,29,1.8107944234993014,4
38,73998,64,1,4,4,43,9,3.4422328572214482,2
35,47238,25,2,36,6,30,18,4.06077912828232,3
46,98264,72,6,16,2,61,17,3.789508215934354,4
41,78245,98,11,47,9,14,43,1.1863027027274966,1
27,53557,4,18,40,0,28,48,2.8151775251694664,4
62,95667,12,13,21,6,66,19,1.737894352630354,1
34,95074,58,12,40,4,82,1,4.9525688264606424,3
35,88204,95,7,43,0,85,29,4.995567852793399,2
59,55575,11,7,17,8,46,43,1.2035941716703986,0
65,50069,59,7,3,8,83,42,3.670896513744829,4
37,54400,36,2,7,5,6,46,4.252259761898144,0
54,54146,22,11,12,8,67,42,2.299119475843388,0
62,36846,65,1,1,6,0,10,3.7745457449816273,4
35,70352,50,13,43,7,70,21,1.7506741392620064,0
34,53694,4,12,37,1,21,41,1.5118366130912833,0
26,51740,72,13,6,1,56,18,4.701207267139551,0
31,79438,89,7,46,3,93,2,3.5701428979287626,2
66,60996,92,12,49,0,72,3,4.2677889608899084,1
46,93874,52,17,23,7,57,34,3.1308526939738712,2
48,89682,43,8,25,4,26,46,1.6189014274800169,2
21,74200,46,3,25,6,37,37,2.5066207398789313,1
35,52970,4,7,3,1,86,8,4.526627811798446,1
37,40895,13,19,4,4,75,7,1.0624263103899532,0
64,68071,38,8,30,8,12,33,1.8287105281804634,2
60,82268,45,14,33,8,96,46,2.013146392296538,4
61,52258,25,14,29,1,14,30,2.051983101592442,4
26,87300,67,2,4,1,79,39,1.3943467795319182,0
30,91915,55,6,14,4,97,18,4.3928787738820585,2
32,38444,96,16,21,2,72,36,1.6380556800172346,0
44,96535,39,9,7,0,90,31,4.318697543235416,2
32,33760,65,15,21,0,47,43,2.42024711066122,0
45,66884,75,19,7,4,14,43,2.8292723665903865,1
54,56022,2,15,1,2,98,27,2.851403358419847,4
36,84504,69,12,34,8,97,40,3.852595288881188,0
43,73130,86,9,23,2,39,17,3.9251993363564885,2
69,73881,62,16,3,2,29,24,3.562752112148107,4
43,92399,46,6,18,2,22,9,4.095073934204672,0
42,66451,77,15,43,0,8,4,1.0332127161256084,3
43,81413,87,13,12,2,31,14,3.0192417247964114,4
43,92278,31,10,14,4,34,24,3.0961013760784653,3
63,59639,99,14,41,7,48,19,1.9573593635633961,2
45,64621,35,3,28,6,95,9,3.225483632394826,1
66,43079,45,12,42,3,44,48,2.8686294788555013,1
35,36895,77,1,45,3,15,37,2.8884492347982107,2
49,82142,54,16,24,3,31,40,1.4738021240985337,3
20,42552,71,10,24,7,24,27,2.7410501532023015,1
19,78821,69,9,3,7,93,48,4.065722914207404,1
50,63630,29,18,9,1,36,49,2.639959964880177,3
59,42247,72,1,24,6,36,45,2.949993694187312,0
36,47603,8,10,2,4,34,5,4.870081646820463,1
34,75564,54,7,40,1,44,10,4.487137136997334,1
61,30527,7,10,28,2,7,18,4.714800629406837,0
50,86521,83,12,7,6,46,15,1.310706202893964,3
29,98458,23,11,9,5,35,31,3.4743227065153257,3
66,35849,32,9,45,5,88,1,1.8936474984024683,0
20,80314,62,5,39,6,81,38,2.616974611796753,1
60,75724,45,4,39,5,9,25,3.71900068889053,0
66,47230,68,13,33,1,0,20,3.315659595428094,2
43,72730,30,8,34,7,67,37,3.022929258863873,0
52,33323,39,16,21,6,89,14,4.257793745885186,4
25,30445,5,1,29,5,74,12,3.730394517559103,3
69,39963,67,17,27,4,14,6,4.284180425616679,1
53,80511,22,15,17,5,95,2,4.727728986340454,1
24,45437,28,15,42,2,78,14,3.8478832078300167,2
63,46855,22,18,47,1,91,19,2.581581657934412,1
63,40847,86,6,48,8,86,2,1.851113397773322,2
53,33236,98,2,23,0,2,26,2.0836612836555966,2
33,91897,29,5,45,1,31,14,2.586520300194839,3
41,43487,43,19,21,9,19,2,3.9603644150813797,2
18,92423,42,7,8,9,55,27,1.1606186920173132,3
66,43155,60,9,9,0,77,46,4.257125900311039,2
42,41255,77,2,33,7,98,0,4.032539726323378,0
27,31979,71,7,4,3,41,19,2.9976666123285884,3
33,51305,74,14,18,5,72,10,2.5986673070571236,4
33,65094,92,15,32,4,59,24,1.4507882086069581,0
25,65098,68,12,30,7,55,3,2.158806303660674,2
46,63770,59,4,25,9,46,18,1.4385122934229786,4
56,39734,96,13,33,6,23,27,4.275538061070351,3
45,69605,86,9,35,0,40,9,3.037351452232514,4
23,85619,84,12,42,7,3,20,1.9871471197134172,4
33,57881,84,10,34,3,75,35,1.0723573940838635,2
37,93401,6,9,2,6,50,15,3.095683874690968,0
33,61177,73,7,13,2,87,32,4.008348384712523,4
24,70122,28,12,41,1,0,44,4.0659751425052075,0
58,65297,77,16,23,0,13,45,1.8577048168010792,4
31,66680,31,15,23,9,94,12,4.980248046819591,3
60,81044,39,7,31,4,9,28,3.2751196650283587,2
43,74084,50,8,2,2,96,3,2.3280281468298636,4
43,64189,78,7,2,2,35,41,2.5712309882859232,2
31,43510,86,11,5,7,41,26,1.4977473969515507,0
24,52152,37,4,14,0,98,7,2.973423393385626,4
50,56445,88,18,23,1,47,40,4.013181751229163,3
43,31195,72,19,35,0,17,45,2.6376403899637095,1
62,89949,15,7,46,6,88,7,4.467410630068132,0
37,55433,51,13,1,3,75,24,2.9070095120803803,2
20,35305,70,9,41,2,59,25,4.602439297598855,0
69,88860,23,18,48,2,27,0,3.812815059977754,3
21,78648,25,7,49,9,52,42,1.2200388063574406,2
43,93090,95,16,40,2,8,47,1.2680698588279395,2
28,72113,46,5,15,1,23,32,4.200425602999513,2
19,72642,93,7,30,4,19,18,2.427294849827603,1
31,63062,23,6,21,0,89,19,1.7569802950831597,1
61,71604,10,2,8,4,68,17,4.461281923975689,2
47,36678,73,7,7,9,26,25,4.93322666490978,1
66,62121,77,9,41,7,91,38,4.23499294096505,2
29,78503,32,13,34,6,39,8,3.9005180549948553,3
43,46494,51,17,42,2,70,26,1.0038342391062454,2
61,74185,41,17,37,8,82,5,1.4238957049306848,1
50,39678,65,15,48,9,53,19,3.683775167413617,3
30,67632,65,18,32,6,85,37,2.638258016790952,3
31,76235,40,15,33,0,81,0,1.0779012972785376,1
41,31648,18,11,6,5,14,37,3.9634786661282146,2
51,97917,36,12,42,3,96,15,2.675060303843167,1
61,46489,31,17,10,5,50,3,3.6353001141435524,0
43,35818,54,12,26,2,68,2,2.8733429806682964,1
38,63149,63,7,45,4,39,21,1.1059908575725097,3
45,57312,1,7,26,2,68,8,3.5436982722616515,2
65,67124,52,10,19,6,42,7,4.15234393551001,4
53,31316,57,16,35,4,63,6,1.623907155464805,2
57,90046,9,11,45,3,6,11,4.56432862767224,3
19,99610,86,16,4,9,1,0,1.726247052469677,2
59,94042,92,2,25,6,29,11,2.6913465395743765,3
26,53102,90,2,8,6,74,15,3.1087480936361116,4
40,61957,74,18,12,9,51,13,2.255463031560873,1
32,42872,56,5,24,8,32,29,3.001828795817511,0
30,80094,47,14,24,2,8,42,3.8734255571456884,2
40,77719,3,8,17,9,10,18,3.857820802509399,4
34,49693,2,6,25,7,75,18,4.689130908404803,2
65,80478,54,9,33,6,9,12,4.448363723825862,0
19,73677,37,6,27,8,53,43,4.940422326855794,0
37,90012,56,17,2,1,74,9,3.3815190524975356,0
37,40760,31,8,9,5,96,46,2.602058657246546,4
63,41584,97,3,33,4,19,28,1.960392457522644,0
20,32106,96,12,19,2,4,27,1.9758774815134377,0
29,43669,12,13,49,6,23,12,1.6036959946182519,0
57,55223,58,18,5,4,31,44,3.906667896202079,0
19,90666,67,11,47,5,30,14,3.6169691890204083,4
53,65706,26,2,20,3,43,16,2.1691767844262104,2
31,98019,78,14,24,6,77,22,4.568549935088001,4
33,91585,12,1,31,6,18,42,3.2091453812275863,4
36,57482,90,15,44,4,23,9,1.2760761170213786,0
51,90369,16,18,4,6,95,35,1.2458036997309403,1
61,64143,53,18,32,6,11,48,1.572747800324295,2
63,54240,72,17,47,9,49,13,1.8450534722518643,2
23,40015,49,1,35,7,84,31,4.549749365713053,1
30,93023,49,14,14,0,99,33,4.113793516734539,2
53,81500,92,16,36,3,24,30,1.8068965560688208,0
39,93925,7,4,6,0,50,38,1.9939694090026308,0
35,79631,15,6,17,2,13,31,3.5471520916491897,0
29,93652,36,16,18,7,71,15,4.486092291670832,0
69,81087,72,6,8,6,28,25,2.2669164942928313,3
47,84909,74,15,12,2,24,16,3.1019862940868217,0
68,41565,15,1,17,3,86,21,4.561510195072809,3
57,57597,62,7,31,1,58,35,4.082527068826165,2
24,95623,18,11,1,1,99,34,4.566037833151251,2
49,39432,46,1,11,4,56,22,2.112295402587863,3
65,95714,61,8,42,1,11,24,3.763736591926421,2
36,79314,43,14,16,6,49,4,1.4560503754381848,4
23,71965,44,5,37,0,11,5,3.464831431881034,1
37,97957,99,13,49,8,81,25,2.2161021460658543,4
44,73715,66,15,28,9,99,37,3.8059212577699584,3
60,83450,55,9,9,0,47,5,1.5674982919284348,1
54,91902,86,8,8,0,49,18,3.6623210762083027,3
65,58317,79,19,25,8,18,42,3.8340765410576734,0
24,96753,39,17,10,6,52,18,4.428625261969152,1
22,65242,5,19,40,9,34,45,3.748306364128008,3
28,30929,57,18,3,3,26,46,3.0914571271003277,0
32,43580,15,18,23,2,66,30,4.136638609421265,2
20,50742,91,4,23,4,76,36,2.1377327076894095,3
22,47833,16,2,44,1,50,22,3.709865941810528,1
40,43527,57,5,4,5,18,11,3.8981109058147965,2
54,88139,82,17,23,5,42,12,2.5701648043417364,3
26,99585,99,7,9,0,34,21,4.955866071013224,3
32,71057,25,16,4,9,14,49,2.4243588583858333,2
20,97439,22,1,34,8,15,2,1.3379646775796181,0
46,74261,31,12,39,0,98,11,2.2138975180960356,1
23,30042,34,19,18,5,68,36,1.3977485524396296,0
34,52769,87,9,34,6,70,30,2.357216629941766,1
43,97113,16,16,34,7,84,12,1.5114915330037202,2
38,52449,70,7,42,1,40,22,2.7581394554368366,0
25,68653,59,15,3,7,53,12,4.1119018821146724,4
38,58859,15,12,19,9,64,5,1.2697722124020099,4
28,38576,82,4,34,1,88,47,3.2524317018754543,3
55,75874,13,6,26,1,29,2,1.175310335609662,0
25,66345,24,6,35,8,18,6,4.538436676874262,3
59,99428,13,15,41,6,87,9,4.68553058432715,0
41,34321,65,3,43,7,45,30,2.969431374396052,1
52,35776,36,2,31,0,59,3,4.07692465432172,1
31,46119,49,5,43,9,78,43,3.37164374109632,2
31,60569,82,8,27,5,98,5,2.3626515119665306,4
27,68596,48,19,3,0,23,17,1.980563190640455,4
29,82967,97,16,37,4,35,6,4.03438326577926,2
55,63063,43,19,12,1,48,33,2.7199208706038465,2
61,52340,6,16,47,8,58,22,4.680953832734632,2
63,85430,81,6,23,2,13,7,4.902767785914654,2
51,36668,68,1,17,9,85,49,1.8415706824900928,0
58,38195,14,18,16,6,38,23,3.2442532202203025,2
27,87995,30,8,17,1,7,27,3.1477369641742863,3
34,68250,84,5,15,9,47,44,4.4723954467411655,2
34,46076,8,12,26,3,79,2,3.7639398393263566,0
20,45376,54,18,45,9,80,12,3.429510025939642,4
48,85839,66,5,2,2,68,38,3.7160994876428135,4
68,94723,4,13,17,0,40,32,2.557830078423965,4
18,73442,74,12,1,9,34,49,4.841165976215899,0
29,35392,84,16,30,5,63,15,1.2305025584118234,2
56,57106,60,14,32,4,52,10,1.1165159431662328,1
21,54809,53,11,30,5,53,28,2.662358945044939,4
59,30693,99,9,42,0,36,24,1.6183037895150534,4
30,89821,74,10,4,7,51,16,3.1792012909286265,1
51,41352,92,16,42,3,17,36,1.036039615321806,2
59,82196,15,19,44,6,20,5,2.838731899064139,4
38,34992,1,10,32,7,41,45,2.1796982535544545,2
39,83076,22,4,35,2,64,13,1.8094413863018808,3
21,53354,91,8,1,3,80,18,2.7785981512513036,1
35,33312,93,11,19,8,7,36,4.418195847264363,0
22,75833,15,6,33,8,92,49,3.6215787369389925,2
36,34318,74,4,19,6,83,42,1.639766599437884,1
19,96003,84,5,36,2,38,11,2.995492234577,1
29,57192,22,18,27,3,60,18,4.726684475264778,1
34,67489,50,3,13,6,59,20,2.756899290558535,0
27,70309,48,7,27,5,68,28,2.8821849274589053,4
51,58273,73,12,46,5,58,27,4.765430639072903,3
23,77553,51,3,14,3,9,16,1.5432327319357095,4
25,59473,96,17,24,9,62,48,3.9401659416907413,2
68,91410,17,3,35,7,69,1,2.1966456002828387,1
28,43679,83,11,19,8,6,5,4.46356663517226,4
29,75310,91,6,25,9,34,24,1.2174499403150105,0
26,90683,51,11,11,6,90,18,4.96160627262655,0
19,55992,37,4,9,7,41,5,4.074435279675281,3
25,59433,98,17,6,9,84,0,2.1373319301576794,4
28,55933,49,1,36,1,87,45,4.043423574732474,0
53,75020,59,12,37,3,28,33,4.691879059373308,0
27,59236,10,3,29,2,26,20,1.4516695646994613,3
38,88735,30,16,9,5,37,20,4.65431346835058,2
37,39770,85,3,33,1,1,43,2.4406976926984267,4
65,99285,21,14,23,6,24,48,1.0258372218047982,2
25,65271,34,17,15,7,65,26,1.4496838818863171,1
53,53439,73,19,11,3,37,22,4.539175718354679,2
46,41101,98,7,23,7,58,35,4.930665872628314,0
59,74917,50,11,26,7,81,35,4.581488053970881,0
29,71196,76,16,1,2,6,31,2.7661465273613426,2
31,53569,47,19,30,0,48,38,4.845640414234159,2
65,71887,85,5,17,2,67,44,2.627400876753575,1
67,50893,84,1,47,9,40,16,1.454784277052656,1
38,85304,6,10,46,0,73,13,2.363765985521062,4
39,62399,50,18,41,1,50,21,4.993684654357044,0
38,55236,63,10,23,7,91,16,3.5037823951051954,4
61,79531,12,1,36,3,93,28,2.3599948425010733,4
67,39442,41,13,41,8,23,47,3.496716388678535,2
47,86437,31,4,5,6,35,47,2.7165433181998,0
56,90342,2,12,35,2,79,37,1.1981943681670373,4
37,65069,16,16,9,0,96,25,1.8045105212502706,2
41,68560,1,19,4,0,9,30,1.0769413521954494,3
40,88070,4,12,7,0,20,33,2.0191688913210935,1
24,72427,47,6,1,9,26,26,3.9582601305978176,2
26,90496,65,16,16,2,54,16,1.7732743775814237,2
18,94557,52,12,25,4,84,22,3.112225515724055,4
43,78534,47,10,6,7,90,33,3.80641487518774,2
55,57930,99,5,38,7,95,17,3.1947296695959047,2
55,37288,77,19,14,1,4,20,1.061482152948774,4
61,91518,50,12,37,8,98,19,2.4533678835629535,2
39,62400,45,8,11,8,85,31,2.7665220033984896,1
61,31567,42,4,1,6,58,11,2.3710134027538636,0
27,77878,95,7,42,9,35,3,3.185055102195092,4
23,78850,84,5,1,4,73,8,3.052614725094587,3
34,31094,56,11,36,4,33,10,1.7498009639015826,3
68,41135,71,17,8,7,51,48,4.007896134122133,0
67,75113,57,3,32,7,5,29,1.6446548566293684,1
55,88791,33,2,33,4,13,44,2.835861480954853,2
41,39684,28,19,8,5,58,25,4.0252088020810275,3
68,88552,44,2,14,5,56,31,3.7890491457099262,2
27,38046,56,14,24,5,36,27,2.7287435388493755,1
25,34934,44,1,49,4,57,39,4.1556816373754195,4
38,89556,84,16,41,8,82,36,3.855031583254086,0
23,76806,96,15,29,0,31,41,2.5381436691129973,1
38,31354,73,18,25,9,19,46,4.582053519084575,3
56,83046,34,2,6,2,84,40,1.5678380864000006,3
41,95064,14,11,1,6,78,15,2.433928486108842,0
50,87184,68,17,23,8,80,47,3.7912386849645348,4
35,32963,29,13,41,1,60,7,4.491909803599261,1
45,57424,79,12,33,3,56,2,2.290318918442591,3
69,33042,17,2,14,7,51,2,3.24496959815188,3
49,37139,83,18,28,4,87,9,1.0473589993234382,4
29,41226,9,10,29,7,84,11,2.4833711830544942,3
65,68108,27,12,43,1,47,14,2.323740026695451,3
59,98617,49,17,40,7,78,46,4.369883625655922,2
44,59815,79,14,23,5,10,26,1.2959067622784812,0
27,37802,37,19,44,4,29,45,1.2484582884424165,2
63,72230,28,13,38,1,59,10,2.7708081527770525,3
69,93372,50,3,49,6,17,5,2.6295560164064837,4
59,84020,55,8,43,0,91,11,1.6462397221733496,0
49,47465,4,5,10,5,76,17,2.053376780036579,1
59,37994,85,12,27,2,73,24,4.896777946501942,1
43,33531,98,1,8,5,46,33,3.05273025742835,4
42,39343,19,16,44,0,11,25,1.351412310488986,1
28,89066,37,12,4,0,49,23,1.1989872896061966,2
40,36229,4,17,21,1,39,15,1.1677514788818066,3
51,74789,37,9,21,9,89,35,2.5560761631785214,1
69,74069,51,13,30,6,63,35,4.462469492172781,2
57,39524,32,4,13,3,18,20,4.331666373348742,0
40,93103,45,4,3,3,86,29,2.471545585833761,4
46,38103,12,15,20,3,99,48,4.097694339484967,0
48,88581,41,10,36,4,26,19,4.008993828063476,0
24,84203,56,6,40,1,51,41,2.931981776509976,2
57,45090,80,3,5,6,79,49,2.6175506476540136,1
50,45915,14,15,22,2,6,18,1.7221944840600432,2
38,71477,54,6,2,2,62,10,2.115083949700675,1
19,86987,63,11,25,1,76,13,2.3547817444949226,3
35,83238,65,2,40,5,54,35,4.250871358941034,4
64,45029,58,2,24,3,75,15,3.211811879693317,3
50,83520,96,1,5,3,90,2,1.8036581076442433,1
54,81464,21,11,16,7,96,21,1.383310443453245,1
51,51961,4,5,15,1,30,42,2.9866553103213476,0
37,56835,73,6,13,6,10,4,3.665266405880083,1
52,57725,46,3,11,1,16,1,4.275534451444531,0
68,55357,86,5,16,5,65,11,4.189258676617005,0
67,31244,12,9,18,4,66,44,4.296622874191453,4
35,97952,30,19,25,7,97,1,2.791389399738432,1
63,78061,94,5,47,5,31,36,4.46263003137389,3
41,36490,96,12,38,6,23,18,2.778433003897185,2
25,35839,60,12,40,5,87,23,1.6724851623390085,0
47,54992,71,16,4,7,12,4,2.589514198557167,2
61,74938,81,7,48,1,21,25,2.3601003099538045,0
27,86249,65,14,21,6,18,27,2.5687073342774234,3
40,74735,14,9,11,4,52,34,3.6344770522169063,0
69,80734,44,15,34,8,93,18,3.627666067395803,4
66,77080,26,11,30,8,38,30,1.899606077529227,0
28,54260,91,4,4,7,20,18,2.2637222756768085,1
19,89607,16,11,14,7,86,42,3.3814195877382027,4
43,91852,7,9,11,3,15,43,1.336513842146033,0
53,58380,32,6,4,7,6,18,3.754656784867372,0
50,71191,89,17,26,1,83,19,1.7155692211205338,2
64,34930,95,9,3,4,77,41,4.402844549987395,0
30,34353,16,6,37,3,25,16,2.6063506297350463,4
57,37832,78,6,38,4,85,11,1.8832234658939973,0
42,79554,89,4,41,4,99,34,3.6712816344005144,2
21,84017,62,11,4,4,89,25,3.216123222686612,3
59,87298,30,3,26,6,75,7,1.6877425121367815,2
36,81389,71,18,39,0,30,39,4.3086441619212135,2
35,55525,12,16,45,1,67,24,2.8131562986810583,0
